comuter_id,computer_name,computer_price,computer_commit,info_url,img_url
J_pro_8670096,å®ç¢(Acer)æš—å½±éª‘å£«3æ¸¸æˆæœ¬ 15.6è‹±å¯¸,4998.00,2ä¸‡+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS84NjcwMDk2Lmh0bWw&log=CXvCXawKOBwV0eNsfJcNBOzKpC9_vaRR1barBl2Q6Lzzl-DLd_EScuB5Yz3DWsbD-kNAQdbiz9n96HttbSjax5KCUGYx-h4wLskQruoi1NMLql6wT0qlKyBxeRL1LbH6rC_Gcb7hfraaCuKVdtDdIv5i38PMwQOY0nU8OeT4v_Q90MEwMjjruabgQNk1tB0WUxPgCfqDZW2eaH8kYflH_so4ivqPgGLtUBz0ZT6KBd884ZYxSMhuIy6yYw4_xqjpTIvN4NSph-dK1QHcsR5A9rSyPB33xN_NKaznWCPKaBt6c1M9gMV6ur2WaPz8NM6zCHt8mWco_2g1rXijw7BWtBo7wugjwtLm4rjoh7rkePJZXXYnI3ts7cwZ6M2ytNcSCmSKRghLqo1M0kbA2tquU3zkcPplVl9bolRtFoHqImYkbjPOJWE4yMRvMSJU0nFShAPWwJSf6QNqkkRDO_bX6FrrEKFSe2q1UUcftl8tmxhQiv5uzm7rl8K9UWJQS_VJ&v=404,//img11.360buyimg.com/n7/jfs/t1/4122/7/14130/297226/5bda6a29Eceff42a2/385d2310681767a1.jpg
J_pro_7512626,è£è€€MagicBook 14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,3999.00,8.7ä¸‡+,//item.jd.com/7512626.html,//img11.360buyimg.com/n7/jfs/t1/8764/35/4810/207189/5bdbf117E35599536/b3c83c8d840a4017.jpg
J_pro_100000769466,è”æƒ³(Lenovo)æ‹¯æ•‘è€…Y7000 15.6è‹±å¯¸æ¸¸æˆ,5999.00,12ä¸‡+,//item.jd.com/100000769466.html,//img11.360buyimg.com/n7/jfs/t27163/354/1454412463/213745/cb143ad4/5bc8229fN71106836.jpg
J_pro_100000238793,æƒ æ™®ï¼ˆHPï¼‰æš—å½±ç²¾çµ4ä»£ 15.6è‹±å¯¸æ¸¸æˆ,8199.00,12ä¸‡+,//item.jd.com/100000238793.html,//img13.360buyimg.com/n7/jfs/t25039/206/1101889435/217645/66f4fbf7/5b89057dN7c68cbed.jpg
J_pro_6072622,è”æƒ³ThinkPad ç¿¼480ï¼ˆ0VCDï¼‰è‹±ç‰¹å°”8ä»£é…·ç¿14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,5499.00,9.9ä¸‡+,//item.jd.com/6072622.html,
J_pro_100000117758,æˆ´å°”çµè¶Š14 ç‡ƒ 14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,5599.00,13ä¸‡+,//item.jd.com/100000117758.html,
J_pro_7765111,è”æƒ³(Lenovo)330C15.6è‹±å¯¸è‹±ç‰¹å°”å…«ä»£é…·ç¿å•†åŠ¡å½±éŸ³,4299.00,5.6ä¸‡+,//item.jd.com/7765111.html,
J_pro_8596169,è”æƒ³ThinkPad E480ï¼ˆ2XCDï¼‰14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,3399.00,3.8ä¸‡+,//item.jd.com/8596169.html,
J_pro_28316606259,è”æƒ³ï¼ˆLenovoï¼‰ æ‹¯æ•‘è€…Y7000 15.6è‹±å¯¸åƒé¸¡æ¸¸æˆ,5799.00,1.2ä¸‡+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8yODMxNjYwNjI1OS5odG1s&log=CXvCXawKOBwV0eNsfJcNBOzKpC9_vaRR1barBl2Q6LxT-4c6nt1WjhfXx0sX_MoV-qAUdvqiM7fYVs8K2Q8Ueho__iJ38i8JhXf-nxW_5iVDXtpxRaCgDNjfi69jaOn5tAE6gNbSpM_Ml-VvNntWRKB638bdvu1Bf0WReRqdlhBM-ro_vnrZD0I3YoJqe3_s6Ob9YqMJdd4OhY6mXrm2fjVBYevzuW4uJcqUiSxG1jq6kLDvks8iQHch951gGuEbjAZ9-ukN2vORjTdHDw_vduE_IVqpGlwwYPQA9SkJ00WZ-ZS336X4KtjceimBhihvgpvxmLibxJst4EvvZWZujf70H6UXl95xx7rR1s4BnodaP1c3ygUPFkIGJFuuYJ5wYbWu2gFvbO9Qdlyu7qCuNXHOVC7jHFLG12QenRHTJ9Z88Xosd5e6iK6ZJILIHVxf_ZunZp0h5B-3wZI-oPtd9nfeXLB9Q5Abo9HK_uFeWcae9vfh5zD8BAKCMVL4ci17&v=404,
J_pro_100000679465,è”æƒ³(Lenovo)æ‹¯æ•‘è€…Y7000 15.6è‹±å¯¸æ¸¸æˆ,7499.00,12ä¸‡+,//item.jd.com/100000679465.html,
J_pro_100000011351,å°ç±³ (MI) Ruby 15.6è‹±å¯¸é‡‘å±è½»è–„,4199.00,11ä¸‡+,//item.jd.com/100000011351.html,
J_pro_7271737,è£è€€MagicBook 14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,4999.00,7.9ä¸‡+,//item.jd.com/7271737.html,
J_pro_100000769432,è”æƒ³Lenovoæ‹¯æ•‘è€…Y7000 15.6è‹±å¯¸æ¸¸æˆ,6799.00,12ä¸‡+,//item.jd.com/100000769432.html,
J_pro_100001020297,è£è€€MagicBook 14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,3999.00,8.7ä¸‡+,//item.jd.com/100001020297.html,
J_pro_100000117756,æˆ´å°”çµè¶Š14 ç‡ƒ 14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,6499.00,13ä¸‡+,//item.jd.com/100000117756.html,
J_pro_5225346,Apple MacBook Air 13.3è‹±å¯¸,6488.00,16ä¸‡+,//item.jd.com/5225346.html,
J_pro_6590761,LG gram15 15Z980-G.AA53C è½»è–„ é•¿ç»­èˆª çª„è¾¹æ¡† (15.6è‹±å¯¸ i5-8250U 8G 256GB SSD FHD IPS æŒ‡çº¹ èƒŒå…‰)ç™½è‰²,7599.00,5800+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS82NTkwNzYxLmh0bWw&log=CXvCXawKOBwV0eNsfJcNBOzKpC9_vaRR1barBl2Q6Lz9SVQLijIAcX8f2DQOenGoiOBl3Na3Oyi8wHxvtLt9kKvou4ZUdc8kzglRuuX3cqojdmRGHbOD9wJbPB3yE8aZBOlqI89MYvdsTW0LXopn2-xs-Kkn3COcjxaEH0JbZsi-uHz1-JbSCijKSc3zEzE8Bn5i8rBoMceGZjlUEJwwt4xQm0ecvaF9ji63lyvkfvTorYNZD_cIXhnDziTAo3Ple9aSCUqoejI7vj0p_j5BbIQIk1SUlCB__0NoIUNewco-3ib1tk0OSclZTA36rtOl6XqGSPXwDB5FbDjPbvmah-965zBAJUwt5DZcNqbfzXsoB8-ecf1Qs7SKY9Po5FYJwZ0z-VkmJdKPUcXiOnjOrm0D2ir4YSt3w3n7O6EBRHBUpooodOkZum23mw3ECSz8U6hW72P1XVSIjJRQFqHbdehksevTpFtF6YinnH3N_CySlr4BcyRn9UA4YiIAAuzL&v=404,
J_pro_100000018405,åç¡•aè±†(adol) 13.3è‹±å¯¸å››é¢çª„è¾¹æ¡†è½»è–„,3498.00,2.9ä¸‡+,//item.jd.com/100000018405.html,
J_pro_7748348,æƒ æ™®ï¼ˆHPï¼‰æˆ˜66 Pro G1 14è‹±å¯¸è½»è–„,5399.00,6.4ä¸‡+,//item.jd.com/7748348.html,
J_pro_100000011349,å°ç±³ (MI)Ruby 15.6è‹±å¯¸é‡‘å±è½»è–„,4296.00,11ä¸‡+,//item.jd.com/100000011349.html,
J_pro_100000644947,è”æƒ³(Lenovo)å°æ–°æ½®7000 14è‹±å¯¸è½»è–„,5299.00,10ä¸‡+,//item.jd.com/100000644947.html,
J_pro_6072614,è”æƒ³ThinkPad ç¿¼480 è‹±ç‰¹å°”8ä»£é…·ç¿14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,5288.00,9.9ä¸‡+,//item.jd.com/6072614.html,
J_pro_8674557,è”æƒ³(Lenovo)æ‹¯æ•‘è€…Y7000Pè‹±ç‰¹å°”å…«ä»£é…·ç¿ 15.6è‹±å¯¸æ¸¸æˆ,9099.00,12ä¸‡+,//item.jd.com/8674557.html,
J_pro_100000011341,å°ç±³ (MI)Ruby 15.6è‹±å¯¸é‡‘å±è½»è–„,4999.00,11ä¸‡+,//item.jd.com/100000011341.html,
J_pro_7056182,å®ç¢(Acer)èœ‚é¸ŸSwift3å¾®è¾¹æ¡†é‡‘å±è½»è–„æœ¬14è‹±å¯¸,4499.00,2ä¸‡+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS83MDU2MTgyLmh0bWw&log=CXvCXawKOBwV0eNsfJcNBOzKpC9_vaRR1barBl2Q6LxY0xgydHJZY5ep8pV_vSjzivc8aCJoXGgyzOGFpN7PhVKGse0mu3lC6RQx3-cOWhX0MLk-hAwo911sbwU0d2pOQQjIkEZ8t-jJTWdjttqyxJf8pfR-TYQMKzeYHeehzEqjvaJuOSAN39kXPsYdbTi8cdEXt4gJ9Rv1QFMyi7tflh2wnlx6XASYQqv8Zc7Kcksxb-zmvCdcNRdAkxaeEJA2YH2-sGPiabdfPYFnnPYyUR_8qgW8V141wGhOyx8qLWrWLWOfynGztGMXBntFld9AkHudAMezBVkWaespnYSYyRBYYUqet7lEcXCn8KFcdYeugHi22CixACRGzkUada615kNrnNyaFuA04-gUuE0xclAhLZp79HBqlI2BIrrDpmT_4oABF3fJKHGCw5wEHa2pkTHOdN9Mvm9SxbmSxaJn_gsNMvewBRpTE24uF3aYNMBzb6Zi0vhBsdIYCmJwsFmH&v=404,
J_pro_100000974311,è”æƒ³(Lenovo)å°æ–°æ½®7000 14è‹±å¯¸è½»è–„çª„è¾¹æ¡†,4599.00,10ä¸‡+,//item.jd.com/100000974311.html,
J_pro_6961588,åç¡•é¡½çŸ³(ASUS) äº”ä»£FL8000UF 15.6è‹±å¯¸å½±éŸ³,4999.00,3.6ä¸‡+,//item.jd.com/6961588.html,
J_pro_8776188,åç¡•aè±†(adol) 13.3è‹±å¯¸å››é¢çª„è¾¹æ¡†è½»è–„,4799.00,2.9ä¸‡+,//item.jd.com/8776188.html,
J_pro_7269871,å°ç±³(MI)Air 13.3è‹±å¯¸å…¨é‡‘å±è¶…è½»è–„,5399.00,13ä¸‡+,//item.jd.com/7269871.html,
J_pro_7341442,æˆ´å°”DELLæ¸¸åŒ£G3çƒˆç„°ç‰ˆ 15.6è‹±å¯¸æ¸¸æˆ,5999.00,10ä¸‡+,//item.jd.com/7341442.html,
J_pro_100000916179,Ğ¡Ã× (MI)Ruby 15.6Ó¢´ç½ğÊôÇá±¡,4599.00,11Íò+,//item.jd.com/100000916179.html,//img14.360buyimg.com/n7/jfs/t1/27547/7/213/302990/5c07c9fbEd754e6e1/26414d1cfc66860a.jpg
J_pro_28206239565,»ªË¶£¨ASUS£© Æì½¢µê Çá±¡PX554 15.6Ó¢´çÊÖÌá,4398.00,4900+,//item.jd.com/28206239565.html,//img10.360buyimg.com/n7/jfs/t1/20242/12/68/257841/5c06ab3bE9a5b8c21/ed90929937dbd8c7.jpg
J_pro_7435156,»İÆÕ£¨HP£©°µÓ°¾«Áé4´ú 15.6Ó¢´çÓÎÏ·,7699.00,12Íò+,//item.jd.com/7435156.html,//img11.360buyimg.com/n7/jfs/t20992/243/566995296/217645/66f4fbf7/5b115097N63500501.jpg
J_pro_7410969,ÉñÖÛ(HASEE)Õ½ÉñZ7M-KP7SC GTX1050Ti 4G 15.6Ó¢´çÓÎÏ·,6099.00,5.9Íò+,//item.jd.com/7410969.html,//img14.360buyimg.com/n7/jfs/t17941/189/2035719300/381579/2ec64f70/5ae179fbN63eb1168.jpg
J_pro_6415512,LG gram14 14Z980-G.AA52C Çá±¡ ³¤Ğøº½ Õ­±ß¿ò(14Ó¢´ç i5-8250U 8G 256GB SSD FHD IPS Ö¸ÎÆ ±³¹â)ÉîåäÒø,7299.00,5800+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS82NDE1NTEyLmh0bWw&log=qVIyW_J5DDk-lRYYitHx7JQZyf23rbfc3LabRP92_JypGmXExS7CZXheLzJZGE9fu9puL3avhkC4kXjh1PFz4p22aWndTvlqyZw4RQw1sV29gS8hJpUlDmPq1tJDaJZbMNkST0HRs6K66n7wqZZpLdljYE3SAVoHVSgU8yWVRnzvsCWJv2Ca781IDJdDRqEQiBUtHJelB8ZnBZ2PzUXerZwO1VnLVr2RzUg6c4GtKEeaTcHjCxaxQ7hdD-Ez9X4VDhLBGKb5_FfwutG46xMrmu60Sg7WYfX1VEypQ3xbW7Kh7stYU6aeUO40k1Qh7B4_Qo9lieAxhCvgLOhX5AwM4tcJqc3xIQk-C0Up6tukXq-rs6XLhP6yyPI1M8akKsyScWF0kDHBA4D-WRJu--M8wwvEUGbF0ZA8M---S3kjXvnNXf0zHWBnwKRmXQlGnfMLR87hsoPpXxpIUshkyQVvumFIh2SXurWdMhWJowJvJpLITDNIX3j9rJTebLvJ4dYR&v=404,
J_pro_7061526,ÈÙÒ«MagicBook 14Ó¢´çÇá±¡Õ­±ß¿ò,4789.00,7.9Íò+,//item.jd.com/7061526.html,
J_pro_8848315,»ªË¶ÍçÊ¯(ASUS) ³©Íæ°æY5000 15.6Ó¢´çÕ­±ß¿òÓéÀÖ°ì¹«,4299.00,3.6Íò+,//item.jd.com/8848315.html,
J_pro_100001045546,ÁªÏë(Lenovo)Ğ¡ĞÂÓ¢ÌØ¶û°Ë´ú¿áî£Air13.3Ó¢´ç³¬Çá±¡,5598.00,13Íò+,//item.jd.com/100001045546.html,
J_pro_8173852,»ªË¶(ASUS) ÁéÒ«S 2´ú 14Ó¢´çÈıÃæÎ¢±ß³¬Çá±¡,5799.00,2.1Íò+,//item.jd.com/8173852.html,
J_pro_7269873,Ğ¡Ã×(MI)Air 13.3Ó¢´çÈ«½ğÊô³¬Çá±¡,5999.00,13Íò+,//item.jd.com/7269873.html,
J_pro_100000060092,ÁªÏëThinkPad E485£¨03CD£©14Ó¢´ç,3999.00,6100+,//item.jd.com/100000060092.html,
J_pro_6339280,Ğ¡Ã×(MI)Air 13.3Ó¢´çÈ«½ğÊô³¬Çá±¡,5999.00,13Íò+,//item.jd.com/6339280.html,
J_pro_8461500,ÁªÏë(Lenovo)Õü¾ÈÕßY7000 15.6Ó¢´çÓÎÏ·,9499.00,12Íò+,//item.jd.com/8461500.html,
J_pro_100001645736,¡¾ÁÁ²¬½ğ¼üÅÌÌ××°¡¿Î¢Èí£¨Microsoft£©Surface Pro 6 ¶şºÏÒ»Æ½°åµçÄÔ,7588.00,3400+,//item.jd.com/100001645736.html,
J_pro_100000068472,»ªË¶(ASUS) ·ÉĞĞ±¤Àİ6 15.6Ó¢´çÕ­±ß¿òÓÎÏ·,7199.00,1.5Íò+,//item.jd.com/100000068472.html,
J_pro_100000180173,´÷¶ûDELL³É¾Í5000²»·²Òø13.3Ó¢´çÉÌÎñ°ì¹«³¬Çá±¡±ãĞ¯,4699.00,5.3Íò+,//item.jd.com/100000180173.html,
J_pro_100000273867,´÷¶ûDELLÈ¼7000 pro 15.6Ó¢´çÇá±¡,5489.00,2.6Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzEwMDAwMDI3Mzg2Ny5odG1s&log=qVIyW_J5DDk-lRYYitHx7JQZyf23rbfc3LabRP92_Jz_ea5iAUY_60sf1pVUOav30jDsQFvz-eyEtnnArt3kCufnE-VCO2pi8iwp7fXK9eA5zTAf-LOlr2x1IVa3dBtJiomOMnds5N9zlL2PZsYEPWcMZJU_wzxUIZtXGKGKHzIjbKSSHYuMW4rUOxvjU0pwof8OnxFTUOXJp1CQR9_kJbm1ZIxaNQ0SToTOlPDMFn34aat46vqdpA7YABfhQAR1S4qcP7XQyvSML5H7r0ia4bdI_suwTk8HAmEpjo_HC-C-Cq-BnLJ1NZ2iyOi_F8S1YXS1I3LdBtW-vzs-v_t0h3TvuaqQH6rfZiFwXfhF7pMwlwahznTPkt6eI5wiSNBTNTqbgUMsm2kHmfcmZSw7NXcMJdGscjcpnXqwLTPPVMOxvDXSQnsIJmvxFwsYQya6gEdD583zPTyeQUQyNM_TDL-iVn1AnaXEW70q4-npEUNTNDLCazJlV9X9bUbTJmnE&v=404,
J_pro_5363894,ÁªÏë(Lenovo)Ğ¡ĞÂ³±7000 13.3Ó¢´ç³¬Çá±¡Õ­±ß¿ò,5299.00,13Íò+,//item.jd.com/5363894.html,
J_pro_7588521,»İÆÕ£¨HP£©EliteBook 745G5 14Ó¢´çÇá±¡,5299.00,1.9Íò+,//item.jd.com/7588521.html,
J_pro_7629508,Apple MacBook Pro 13.3Ó¢´ç,13488.00,6Íò+,//item.jd.com/7629508.html,
J_pro_100000157826,´÷¶ûDELLÈ¼7000 pro 15.6Ó¢´çÇá±¡,6599.00,2.6Íò+,//item.jd.com/100000157826.html,
J_pro_6076583,ÁªÏëThinkPad Òí480£¨04CD£©Ó¢ÌØ¶û8´ú¿áî£14Ó¢´çÇá±¡Õ­±ß¿ò,5099.00,9.9Íò+,//item.jd.com/6076583.html,
J_pro_6888588,ÁªÏë(Lenovo)Ğ¡ĞÂ³±7000 14Ó¢´çÓ¢ÌØ¶û°Ë´ú¿áî£Çá±¡Õ­±ß¿ò,5499.00,10Íò+,//item.jd.com/6888588.html,
J_pro_100000612187,ÁªÏë(Lenovo)Õü¾ÈÕßY7000Ó¢ÌØ¶û°Ë´ú¿áî£ 15.6Ó¢´çÓÎÏ·,8499.00,12Íò+,//item.jd.com/100000612187.html,
J_pro_100000255880,´÷¶ûDELLÓÎÏ»G3ÁÒÑæ°æ 15.6Ó¢´çÓÎÏ·,6189.00,10Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzEwMDAwMDI1NTg4MC5odG1s&log=qVIyW_J5DDk-lRYYitHx7JQZyf23rbfc3LabRP92_JwK8kKo5dLXMhQJVOi_4afhxj42Ked92KodKpIMxoka9VNVAAu02eA3P3ApPa4k5E_6BUY1VjD28NahzP8N3PJ4XzwWOvIVMbmqHHciuTbnNA9PyMX8CedZDR22QbDtnXOztVjumxiVZBpy590IQbAHuPd8nOybyrtzZmNJFI0a_HKBaA7sYTyOvL_Nd3L3cOpu_h1n40-ecet1NEq3jsxH9vui7W3DWqlGC8-o5eBoinHJ3NEjXnfBsCZzgRgn75mNi3p8a0_zbG81i3W4me-sbreU5tCV_a3S4MzzA9EwP_rwUf6ejENuf5lKvUBV82kye3KqnttSI2QVwaMsdKzMaxj30tfEIXl8V0CIobx7m4xO_y7wWCuoKIBMdR9CQ42BchkBTQtlTtGmptQ67gVhU5B_I2649r3S30sHwVusHV1mfgdR6jPGobNx5yVnehU5YdOMrZIDZizhLtuV1_Tg&v=404,
J_pro_8945221,´÷¶ûDELLÁéÔ½·ÉÏ»15.6Ó¢´ç,4199.00,5.4Íò+,//item.jd.com/8945221.html,
J_pro_7690501,ÁªÏë£¨Lenovo£©ÑïÌìV130£¨V110Éı¼¶°æ£©14Ó¢´çÉÌÎñ,3799.00,1.9Íò+,//item.jd.com/7690501.html,
J_pro_14541812605,ÁªÏëIdeaPad330 15.6Ó¢´çC³¬±¡±¾¼ÒÓÃÉÌÎñÑ§Éú°ì¹«¶ÀÏÔ³¬¼«±¾ÓÎÏ·Çá±¡±ãĞ¯,2899.00,2.3Íò+,//item.jd.com/14541812605.html,
J_pro_100000863175,ÁªÏë(Lenovo)Ğ¡ĞÂAir13.3Ó¢´ç³¬Çá±¡,5298.00,13Íò+,//item.jd.com/100000863175.html,
J_pro_7435200,»İÆÕ£¨HP£©°µÓ°¾«Áé4´ú 15.6Ó¢´çÓÎÏ·,6999.00,12Íò+,//item.jd.com/7435200.html,
J_pro_13703338684,ÁªÏë£¨Lenovo£© ÑïÌìV110 15.6Ó¢´çÉÌÎñ°ì¹«,2299.00,1.3Íò+,//item.jd.com/13703338684.html,//img14.360buyimg.com/n7/jfs/t27607/43/1811012712/275925/104a293d/5bee80e0N660f1fed.jpg
J_pro_8776186,»ªË¶a¶¹(adol) 13.3Ó¢´çËÄÃæÕ­±ß¿òÇá±¡,5298.00,2.9Íò+,//item.jd.com/8776186.html,//img11.360buyimg.com/n7/jfs/t29224/1/443568445/188339/ff3db498/5bf4bfacN92e2ed91.jpg
J_pro_8249424,ÈÙÒ«MagicBook 14Ó¢´çÇá±¡Õ­±ß¿ò,6499.00,7.9Íò+,//item.jd.com/8249424.html,//img14.360buyimg.com/n7/jfs/t1/6399/5/5111/207189/5bdbf083Eb842254b/176c409f112e4f7c.jpg
J_pro_8386007,»ªË¶(ASUS) ÁéÒ«S 2´ú 15.6Ó¢´çÈıÃæÎ¢±ßÇá±¡,6498.00,2.1Íò+,//item.jd.com/8386007.html,//img12.360buyimg.com/n7/jfs/t27658/90/1945435487/242900/8bf0416c/5bf37652N460a1572.jpg
J_pro_5025849,´÷¶ûDELL XPS×ğÏí°æ13.3Ó¢´çÇá±¡Õ­±ß¿ò,9989.00,2.8Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzUwMjU4NDkuaHRtbA&log=dLrWWZYzzDH5WUxlnd47xa_Rgvu7tLw06yxG09YOOqFCTSEi4F9bPI26ro84kH9A37iFAF4O0YQScMf1a44r8xiR66_wfXvAlVtYY0IayrM9GjhKF5YLQ6KHBTAi3s-AJ_-sdfV5G-dFzOnprpBMrB3LClOnDt1E8tCLyr-TX7nfbGabvOIUjLUNVe62Dt2c0isYTDV90rBr2EVJhLo7QOnqr0GZmX-2SKMyHt3kE6yohqvKqkgzIaWDtm2A6pJBvYjKnzRKM-Fe19mIjhrB2KjC2nuIYU47qwvJ-9wgPlf3p6uwJetS_v6p9DhntAkGeU7qZ2vfTqOcdadwPodPE8zP59UOjf4lWhVzwpgfnNsxF5yLNKQM_0ZAF_uM1vqJ3xajvrxaixboc36lt7oOvmX8qc3zDsLKAaKenJozS7itJsxM3Krp-Pl6jwET84PV0QnUzd1LVV-R9gq6eN35C2OIINmjxlCgDTV4egPEp8w&v=404,
J_pro_7410957,ÉñÖÛ(HASEE)Õ½ÉñZ7-KP7SC GTX1060 6G¶ÀÏÔ 15.6Ó¢´çÓÎÏ·,7099.00,5.9Íò+,//item.jd.com/7410957.html,
