comuter_id,computer_name,computer_price,computer_commit,info_url,img_url
J_pro_100000376370,´÷¶ûÁéÔ½14 È¼ 14Ó¢´çÇá±¡Õ­±ß¿ò,5299.00,13Íò+,//item.jd.com/100000376370.html,
J_pro_4335139,Apple MacBook Air 13.3Ó¢´ç,8415.00,16Íò+,//item.jd.com/4335139.html,
J_pro_7176142,ºê³(Acer) 15.6Ó¢´ç½ğÊô°ì¹«±ãĞ¯Çá±¡±¾,3999.00,9100+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS83MTc2MTQyLmh0bWw&log=dLrWWZYzzDH5WUxlnd47xa_Rgvu7tLw06yxG09YOOqF2V_7LDtmeDKkELUmgW0QkpAw-adSsAFj_L6uoOo06dZ_atgpb2ZrY0SekVjbOEAAeJeOLxhfsUWEjPaRILjHOoDpa-EWD5nHs1XiD1ahauTqhe1fD-FDTaNPgx9ZRN_L1UFGNw3Na96WIE57J08q_QnUoxLlS-5vUObSU-Zs0aTwm5KK6SfkECXi-9S1DcDzZ9aLbviBReAy5Yre19s1iCRtqfTn95obaFZ_EEtdX2iPk6Ju9XVUkY5RbW7mubp3F-VdKGxA-smmSaPCU8Q0kUO_i4PFyJJUmNbxgbDMRscpINUd1Q9XEeYzYocPGqfjtTcI5FADynTvoy98jjCCyywvXDfvNVQu2C9uYMTL7kDm2LvpnHPaeRRJV6TbCwmj20tZP3aQvhPYgfveo04PJr3Vn7PAKtFAz7wQz6Mwhjs50hAZPEFhesXWadefEwXI&v=404,
J_pro_8596171,ÁªÏëThinkPad E480£¨2UCD£©14Ó¢´çÕ­±ß¿ò,3299.00,3.8Íò+,//item.jd.com/8596171.html,
J_pro_7219095,ÈıĞÇ£¨SAMSUNG£©35X0AA-X04 15.6Ó¢´çÇá±¡,4299.00,1.5Íò+,//item.jd.com/7219095.html,
J_pro_8383600,ÁªÏëThinkPad E480£¨35CD£©14Ó¢´çÕ­±ß¿ò,4099.00,3.8Íò+,//item.jd.com/8383600.html,
J_pro_7632553,ÁªÏëThinkPad T480£¨2NCD£©14Ó¢´çÇá±¡,6299.00,8400+,//item.jd.com/7632553.html,
J_pro_8248028,ÈÙÒ«MagicBook 14Ó¢´çÇá±¡Õ­±ß¿ò,4599.00,8.7Íò+,//item.jd.com/8248028.html,
J_pro_8461498,ÁªÏë(Lenovo)Õü¾ÈÕßY7000P Ó¢ÌØ¶û°Ë´ú¿áî£15.6Ó¢´çÓÎÏ·,8299.00,12Íò+,//item.jd.com/8461498.html,
J_pro_5050164,´÷¶ûDELL³É¾Í15.6Ó¢´çÉÌÎñ°ì¹«Çá±¡±ãĞ¯,4999.00,2.3Íò+,//item.jd.com/5050164.html,
J_pro_7588529,»İÆÕ£¨HP£©EliteBook 735G5 13.3Ó¢´çÇá±¡,5799.00,1.9Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS83NTg4NTI5Lmh0bWw&log=dLrWWZYzzDH5WUxlnd47xa_Rgvu7tLw06yxG09YOOqEVH1TxIOiJbFxZ4qJVKAWInES2N7XRFXaCZT9rV8qiOrRdEX7rvVrNML64X35bpuh6l7vjdifaUqVyAI73AyxAyQTXENR0Sj1CgRe3MtGTH8Hk94ksuq_ZeRy5fmDTn82MPgqy5KIRSccqPC2WxyqjdI157ms4lvNPvMsB7CtClnS3lx8YonfsYRUaPJhDvfsw9pZcfR6ohRKZkfsHxbM9aT_W8zIQHeyCy3tRGam0uGkwz2yhdkFt8ZXYRYR8x49fd7Z7dh_fmju6KPwuxspbQSAObtRykTB3KDFvvn1jW8mPQDyH5bI836fBJ6SBSu-pUjIHsDh-YbyfEjNcp3phyh2cjd6pEboKQcOpbiCz9I9MWGkYwpoJ3XnzJlQBy_0dskO9BaUoaVMBsI0asLhG7GrMoIDZX_3tiAFlHt6k3ctdK6vI9455y6Kvy59whPTiGR52GZ256vGLv-6dgKp7&v=404,
J_pro_7649997,¡¾ÁÁ²¬½ğ¼üÅÌÌ××°¡¿Î¢Èí£¨Microsoft£©Surface Pro£¨µÚÎå´ú£©¶şºÏÒ»Æ½°åµçÄÔ,5288.00,6400+,//item.jd.com/7649997.html,
J_pro_8636720,»ªË¶ÍçÊ¯(ASUS) ³©Íæ°æY5000 15.6Ó¢´çÕ­±ß¿òÓéÀÖ°ì¹«,3999.00,3.6Íò+,//item.jd.com/8636720.html,
J_pro_100000158780,»ªË¶(ASUS) ÁéÒ«S 2´ú 14Ó¢´çÈıÃæÎ¢±ß³¬Çá±¡,5199.00,2.1Íò+,//item.jd.com/100000158780.html,
J_pro_7629548,Apple MacBook Pro 13.3Ó¢´ç,14988.00,6Íò+,//item.jd.com/7629548.html,
J_pro_5025869,´÷¶ûDELL XPS13.3Ó¢´ç³¬Çá±¡Õ­±ß¿ò,7699.00,2.8Íò+,//item.jd.com/5025869.html,
J_pro_7382138,ÁªÏë£¨Lenovo£©Íş6 14Ó¢´çÉÌÎñÇá±¡,4999.00,1.9Íò+,//item.jd.com/7382138.html,
J_pro_26848709805,»ªË¶£¨ASUS£© ·ÉĞĞ±¤Àİ5´úFX80 15.6Ó¢´ç³Ô¼¦ÓÎÏ·1050ti,5799.00,1.1Íò+,//item.jd.com/26848709805.html,
J_pro_7275691,ÈÙÒ«MagicBook 14Ó¢´çÇá±¡Õ­±ß¿ò,5699.00,7.9Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS83Mjc1NjkxLmh0bWw&log=dLrWWZYzzDH5WUxlnd47xa_Rgvu7tLw06yxG09YOOqHQEXw_GBTifeXKfN7HT8re1swivgoXkHagVruWzwNG3Gr9Gpd8JGlV97rSBshb10mLRtWsPGmA1mdxQdu-sFU-yJ1NJUOau38LoZp9Xz9X3Htka--FqlB9A4faBhbW5SsIWambu63RK8WgXEUsl-XZtHfrwXAwoVrlhJfftY29W_zZym3ICBOsOAVWIIVSP7M_Zrp_iTfPyx3ekuWSMxxoO2httBpmUwKjaFHh-dC1-jNMB-Sy1Gveuf1vryfsWeJ0jAqz8mC1D5wZq4XR9nFzE96kBwj3vHdB-WSZKS__xPu1NnK1GmbOIkt1dwZT8r6nvW0a0AqtG5sjLT8FzE8yZpaK3Fy9NuAyzkax_mcjIkQtplmb37FphmDP8p7lBhXTjl1cJNS1KR5fqTJlLykrZrqY-dcnfiI1P6m6BJIbm8E_D_rYWtcp0Yrywl_8DozX-KLeYMcxQmezzwSHhaY3&v=404,
J_pro_7649695,»İÆÕ£¨HP£©°µÓ°¾«Áé4´ú 15.6Ó¢´çÓÎÏ·,7299.00,12Íò+,//item.jd.com/7649695.html,
J_pro_4786871,»İÆÕ£¨HP£©246 G6 14Ó¢´ç,3499.00,2.8Íò+,//item.jd.com/4786871.html,
J_pro_8249520,ÁªÏë(Lenovo)Õü¾ÈÕßY7000Ó¢ÌØ¶û°Ë´ú¿áî£ 15.6Ó¢´çÓÎÏ·,7699.00,10Íò+,//item.jd.com/8249520.html,
J_pro_100000462322,Ğ¡Ã×(MI)Air 13.3Ó¢´çÈ«½ğÊô³¬Çá±¡,5599.00,13Íò+,//item.jd.com/100000462322.html,
J_pro_6076611,ÁªÏëThinkPad Òí480 Ó¢ÌØ¶û8´ú¿áî£14Ó¢´çÇá±¡Õ­±ß¿ò,7499.00,9.9Íò+,//item.jd.com/6076611.html,
J_pro_8477013,Ğ¡Ã×(MI)15.6Ó¢´çÓÎÏ·Çá±¡Õ­±ß¿ò,6699.00,11Íò+,//item.jd.com/8477013.html,//img13.360buyimg.com/n7/jfs/t1/1468/21/16600/248202/5c07bf39E26c4ed33/b1a78842e28b24dd.jpg
J_pro_10019904045,»ªË¶£¨ASUS£©,2998.00,2.9Íò+,//item.jd.com/10019904045.html,//img10.360buyimg.com/n7/jfs/t30247/241/660847361/289608/82500735/5bfa95e6N17a5895f.jpg
J_pro_8164004,Apple MacBook Pro 13.3Ó¢´ç,14988.00,6Íò+,//item.jd.com/8164004.html,//img14.360buyimg.com/n7/jfs/t20248/181/2296155383/306845/1e75dd0c/5b4ee86aN167038da.jpg
J_pro_7410971,ÉñÖÛ(HASEE)Õ½ÉñZ6-KP5S  GTX1050 4G¶ÀÏÔ 15.6Ó¢´çÓÎÏ·,4999.00,5.9Íò+,//item.jd.com/7410971.html,//img11.360buyimg.com/n7/jfs/t19396/142/1971189149/329756/42a85f6d/5ae175e7N4a74e3c1.jpg
J_pro_100000177537,»úĞµ¸ïÃü(MECHREVO)X8Ti Plus 144Hz GTX1060 17.3Ó¢´ç·Ç15.6Õ­±ßÓÎÏ·,7999.00,2.5Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8xMDAwMDAxNzc1MzcuaHRtbA&log=EXJZBy4YBnTpY_ip6iTh-2MZpJXoUzq8-vHecaDp0kHENgP8Mr67MNU9kah4xhUE4Y7fHF6sgqIk2OISRLzYubktocx_2IvqsW19YODX1FPJ2Rvf_uuGO5XNORq_bs6txX-5bdIUrByTsT8lSDJ9u9GXGRljsHDubilwnRMHsy78LFAh1DJGHNYOvg_3GMkCoNoT46sSviAzmkGDJtYNCwrAFBKh8-Cju_aTibJk3BvdXxRbbB5JyTfQi2kfZXEnrcMWeavJSX3EEvxYEolRnIxVz7NbFghTTCaUdKwQD7kMtIvvememuMw3lu-n8AuSQS5uRvDJMfCc-SdiZgsaVMow6__7oCfcHSJInO5I9egOYfOYjnjRji4299DI7adB1B0Do0BVSFqDt_dnN6Wke8x8W4YVKAbUe4XjZT-M-bmUQbNIQuGJPyVJ1bJ60TFILi_NdpRpJH5a4HdrrwqRuNf6A-fA-TrTHUr93RfCehR0Zr9UkUI2X2Uruxxv4P5u_63KBNiwQ8H-wCbdFGd5wQ&v=404,
J_pro_7842695,Apple MacBook Pro 15.4Ó¢´ç,20488.00,6Íò+,//item.jd.com/7842695.html,
J_pro_4786841,»İÆÕ£¨HP£©246 G6 14Ó¢´ç,4399.00,2.8Íò+,//item.jd.com/4786841.html,
J_pro_100000016920,´÷¶ûDELL G7 15.6Ó¢´çÓÎÏ·Éè¼ÆÊ¦,6599.00,5.7Íò+,//item.jd.com/100000016920.html,
J_pro_30667476614,ÁªÏëideapad330C 14Ó¢´çi5/i7Ó¢ÌØ¶û°Ë´úËÄºËÇá±¡,3999.00,4400+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8zMDY2NzQ3NjYxNC5odG1s&log=EXJZBy4YBnTpY_ip6iTh-2MZpJXoUzq8-vHecaDp0kGzlU7MaDbhZhZIaN2Ea6CIbg6RBS1ZhuX67A37DCkucqswdgvprKzuQ3dsK6J9OwGHRvqlKmb9q903IVX5NyCzT-CLmqRFQXqdzDhHxOOf78ae_BS-Uwm8dBcxXxYlSBn6-1JH-oqURscGZcrIifvbKx3gWfpvMjS7DCJZ6lTZsem62k-b61bXDyXuswsHCQqkIlUAsQfckOxI9fdXAj6h5SrYoJ46fQqAcTV3i1-xbpq88eAxihY7pW8RBsgAlFv9WI69vbTxJz0L1gJ74eMq-tpNy0-PNmvJrwDZkuQHx8rmuUIrKN5SVCnTq3eewEO-tEtDxFQ6AwWB98EYgIHMQPkuoxzpaGfFUo2Uv1z4i_fBWHzxk6WzGn5lkJisXJ5ZNI0bhGm9fR6QkkeAZRIXgsF40upmofff0WhsrKPGD-a0FJoTTdDZixPTiac_g5abM4aCBSBJ6fYx65lvGfXk&v=404,
J_pro_7332727,ÉñÖÛ(HASEE)¾«¶ÜT65E GTX1050Ti 4G¶ÀÏÔ 15.6Ó¢´çÉÌÎñÓÎÏ·,4999.00,1.5Íò+,//item.jd.com/7332727.html,
J_pro_100000214419,»ªË¶(ASUS) ·ÉĞĞ±¤Àİ6 15.6Ó¢´çÓÎÏ·,9999.00,1.5Íò+,//item.jd.com/100000214419.html,
J_pro_7123413,ÉñÖÛ (HASEE) Õ½ÉñZ7M-KP7GC GTX1050Ti 4G 15.6Ó¢´çÓÎÏ·,5999.00,5.9Íò+,//item.jd.com/7123413.html,
J_pro_6535936,ÁªÏëThinkPad Òí480£¨12CD£©14Ó¢´çÇá±¡Õ­±ß¿ò,8499.00,9.9Íò+,//item.jd.com/6535936.html,
J_pro_8603192,»ªÎª(HUAWEI) MateBook D(2018°æ) 15.6Ó¢´çÇá±¡Î¢±ß¿ò,6488.00,4.9Íò+,//item.jd.com/8603192.html,
J_pro_4730611,¡¾ºÚÉ«¼üÅÌÌ××°¡¿Î¢Èí£¨Microsoft£©Surface Pro£¨µÚÎå´ú£©¶şºÏÒ»Æ½°åµçÄÔ,8288.00,1.5Íò+,//item.jd.com/4730611.html,
J_pro_100001165100,ÉñÖÛ(HASEE)ÓÅÑÅX3 72%É«Óò13.3Ó¢´çIPSÆÁ,2499.00,8700+,//item.jd.com/100001165100.html,
J_pro_7219093,ºê³(Acer)°µÓ°ÆïÊ¿3ÓÎÏ·±¾ 15.6Ó¢´ç,5499.00,2Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS83MjE5MDkzLmh0bWw&log=EXJZBy4YBnTpY_ip6iTh-2MZpJXoUzq8-vHecaDp0kG2QwX2X09Ts7zxQdt3AfdMw7ZJ4puBWDSsG4gaH285JbnkL7qj63S9e_R4ACKH9tHqIuKgya4BTNvLDvExdzCoHeeAlRiBa4HmRgvhnFCww3YqpjyGNWoRrQNHoCzOaUMn3b6o8Ac_65IrHzHgEOq681ITTUlEXyH8sYBIuEQQ028whsVFIplHPYmvjaFQJYcLS3uf2ll66QvHZWBH7-DGEyYC8-_C9I_T3iMpqYE90sSQ-p5GW80-JE7-4sxWP_V4qMh7LeiuOzPC7-rOQ2rdVc3uBohKXR6QteZIAQn6v3j9S7d-5DzQfhJB_AKXU9cjOxZMMOp4OeHZeWeJsf3X5HcmE-CIMUEaGhg1rJSOJTic6oDzGzIUx2NNkgMzrIGkKHjozw2Yx0vPB5UiMZNwpo6HigctErl7dXSQklLLTedR5wu3KMyEgYNav6GdKK3Wia9-j1skPBp4BIK4ZG4O&v=404,
J_pro_6895802,ÉñÖÛ(HASEE) Õ½ÉñZ7-KP7GC GTX1060  6G¶ÀÏÔ  15.6Ó¢´çÓÎÏ·,6999.00,5.9Íò+,//item.jd.com/6895802.html,
J_pro_7102519,ÁªÏë(Lenovo)Ğ¡ĞÂ³±7000 14Ó¢´ç³¬Çá±¡Õ­±ß¿ò,6299.00,10Íò+,//item.jd.com/7102519.html,
J_pro_11547179907,»ªË¶£¨ASUS£© ½ğÊô³¬¼«±¾RX310/R421Çá±¡±ãĞ¯ÉÌÎñ°ì¹«³¬±¡Ñ§ÉúÓÎÏ·ÊÖÌá,4299.00,3Íò+,//item.jd.com/11547179907.html,
J_pro_100000667974,ÁªÏë(Lenovo)Õü¾ÈÕßY7000Ó¢ÌØ¶û°Ë´ú¿áî£ 15.6Ó¢´çÓÎÏ·,7699.00,12Íò+,//item.jd.com/100000667974.html,
J_pro_100000376378,´÷¶ûÁéÔ½14 È¼ 14Ó¢´çÇá±¡Õ­±ß¿ò,5699.00,13Íò+,//item.jd.com/100000376378.html,
J_pro_6383824,ÁªÏëThinkPad X1 Carbon 2018£¨09CD£©14Ó¢´çÇá±¡,9999.00,2Íò+,//item.jd.com/6383824.html,
J_pro_6736180,»ªÎª(HUAWEI) MateBook X Pro 13.9Ó¢´ç³¬Çá±¡È«ÃæÆÁ,7988.00,2.4Íò+,//item.jd.com/6736180.html,
J_pro_7056182,ºê³(Acer)·äÄñSwift3Î¢±ß¿ò½ğÊôÇá±¡±¾14Ó¢´ç,4499.00,2Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS83MDU2MTgyLmh0bWw&log=EXJZBy4YBnTpY_ip6iTh-2MZpJXoUzq8-vHecaDp0kHXflEbjmNLsilKYC-C9pUQwgQasYvuxKV33mp7sXNO6bnAChI39g7fe2U8o5BfSDlRVhfeDPHHrkatKgOh0BbManQ4ztEtrwd9KQCILQnYQJ9ub8ECHPvj3A1sgY4xuY6iZyVXKoqq487TEHXH6MdGj62OMKEEt_NzDSMXTea8WoGYgSVqgxiym35iWLl1azTHWEyP0xPbzbkGPy71dsyASfM7XCHLSC9bJAakmnHXcljshlovkYxw_6ppOurdA6yWrSX-6-ldGdFyuZl_aUeQd_EVN__sDfKx82MZ42gzwAg1H6vicsPQ6XCLMxyd1Ec0Qhf6TgVhhycSNcBaEtmaxgGalZASK1gK2Yd3WLbnyUZ80GM9Rd1NkBQOgYzXMj3g_qixDPbfQBHArdR2FUSmqwwbQuAd6UrMM_RShJqAYmz-fZKwZqdvZLl2I9hwselfCRVqzxJeHOJ8Cav6hSms&v=404,
J_pro_100000543872,ÁªÏëThinkPad Òí480£¨42CD£©14Ó¢´çÇá±¡Õ­±ß¿ò,8099.00,9.9Íò+,//item.jd.com/100000543872.html,
J_pro_8596151,ÁªÏëThinkPad E480£¨2WCD£©14Ó¢´çÕ­±ß¿ò,3799.00,3.8Íò+,//item.jd.com/8596151.html,
J_pro_8461637,ÁªÏë(Lenovo)Õü¾ÈÕßY7000Ó¢ÌØ¶û°Ë´ú¿áî£ 15.6Ó¢´çÓÎÏ·,8499.00,12Íò+,//item.jd.com/8461637.html,
J_pro_33575313078,»ªË¶£¨ASUS£© »ªË¶ÍçÊ¯ÈÈÑª°æ YX570,4998.00,900+,//item.jd.com/33575313078.html,
J_pro_7374610,ÉñÖÛ(HASEE)¾«¶ÜT67E GTX1050Ti 4G¶ÀÏÔ 15.6Ó¢´çÉÌÎñÓÎÏ·,5599.00,1.5Íò+,//item.jd.com/7374610.html,
J_pro_100000012874,»úĞµ¸ïÃü(MECHREVO)X8Ti Plus 144Hz GTX1060 17.3Ó¢´ç·Ç15.6Õ­±ßÓÎÏ·,9499.00,2.5Íò+,//item.jd.com/100000012874.html,//img14.360buyimg.com/n7/jfs/t1/4666/2/9618/75762/5bad9c58E5423cbef/0776f547d5803e77.jpg
J_pro_8195818,»úĞµ¸ïÃü(MECHREVO)S1 72%IPS1.18kg14Ó¢´ç¶ÀÏÔÕ­±ß¿òÇá±¡,5299.00,1.9Íò+,//item.jd.com/8195818.html,//img13.360buyimg.com/n7/jfs/t25000/21/2262384130/149372/c08903d5/5bc7fd85N18e6027b.jpg
J_pro_7450561,»İÆÕ£¨HP£©Envy X360 13-ag0007AU 13.3Ó¢´ç³¬Çá±¡·­×ª,5699.00,1.3Íò+,//item.jd.com/7450561.html,//img11.360buyimg.com/n7/jfs/t16630/340/2502675909/320330/20cefab3/5af8f53dNd9aa3855.jpg
J_pro_5025849,´÷¶ûDELL XPS×ğÏí°æ13.3Ó¢´çÇá±¡Õ­±ß¿ò,10999.00,2.8Íò+,//item.jd.com/5025849.html,//img14.360buyimg.com/n7/jfs/t13111/226/725425281/398153/5e8849fc/5a128b86Nfaea0521.jpg
J_pro_100000180173,´÷¶ûDELL³É¾Í5000²»·²Òø13.3Ó¢´çÉÌÎñ°ì¹«³¬Çá±¡±ãĞ¯,4689.00,5.3Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzEwMDAwMDE4MDE3My5odG1s&log=Sgqjiazanlbllvsziy-bgAxKpw8HR3FDopINMxJNtk81jUtnkQeG6BNRhUPaAcioX2YsIt0ciwNoQLFD_ZSWji6cLy12NO5ealVyQNLNj8IKZ5_vLaXVCDIVl7hB2_OJnlpjbv2q-AFo4avjKupalBYGrJ-JMAtf4dlAvNzsk2a2xkGsdcU3Yituia_cLtxF_Qjh7dgs11x6kTbDulPRIQB8yZLbXJ1eP3Ru6KA6qrytXMNQKkiZGsXTD1CKgUza4D_DwoYYhP_zkuH0dqM_x6mHKx16jHSOTr5qvHbIvXJch6apISv6xEa0kTX1EVuaDKCkoMurDfDcJ1WfbqzrOE8rYvzyXNDafbNuT7KJ5yZmKk8DSy9hGDMNHeJGuvKNwTyKJNBSKjRdNTa_iNrUzPfzz7iTf7Mnin-FiijauQdcpk-RC9WfjrDeTsvY-RRUvAWFInqoErOeArGLccP85i-n1M3eD7suYy5zqRxIUNYMB-PmwGqzfSzajShDbv3J&v=404,
J_pro_8461429,ÈıĞÇ£¨SAMSUNG£©35X0AA-X08 15.6Ó¢´çÇá±¡,3999.00,1.5Íò+,//item.jd.com/8461429.html,
J_pro_100000339319,´÷¶ûDELLÓÎÏ»G3ÁÒÑæ°æ 15.6Ó¢´çÓÎÏ·,8299.00,10Íò+,//item.jd.com/100000339319.html,
J_pro_12517934012,»ªË¶£¨ASUS£©ÓÎÏ·±¾,6299.00,7200+,//item.jd.com/12517934012.html,
J_pro_100000376372,´÷¶ûÁéÔ½14 È¼ 14Ó¢´çÇá±¡Õ­±ß¿ò,4798.00,13Íò+,https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzEwMDAwMDM3NjM3Mi5odG1s&log=Sgqjiazanlbllvsziy-bgAxKpw8HR3FDopINMxJNtk-nQTduLInt9Zmzu3RyvTKnRj4NH45IX2abyijZw43fYapkEQ4FHSP1lrFGaQPmf_aRmphaE9wLqJTbmMiyQHSL4gbiyS-xxX67WyLGgR5B8SMqDhEGL08NbrzdSShmL_QAhnU26bQ6orEMqTcqhDttGv0ljWm7VIGoVHaxTAC0ZmKRT-0eysOG7HXJuw3wNZeQW-yoieKAjDDsU5Xeks-Y9suUfcnxoaTFw6sUIn1_Pwro-4mbK-3VID2W3lg1SAl7Z16jGu7z99rjiFJgWQRVsMsXyKzzMZt0D8jUyrYv7lgvIcml5OVxrrBvlr5VZVcDhVAAymQNIemAuZeCeCbKykbKRBgfT3BhziwPbSwyWmsOto6LM8YNoYTxjYeHqX5hMar6kn8BpY7ALin8E-BjVBaruNoIsqvqNez4hDzSrt5xMCIuEA9gKiYbPFfkK9I6EqkmGN10YtgTacsOmivb&v=404,
J_pro_100000165910,Ğ¡Ã×(MI)15.6Ó¢´çÓÎÏ·,7499.00,11Íò+,//item.jd.com/100000165910.html,
J_pro_100000177537,»úĞµ¸ïÃü(MECHREVO)X8Ti Plus 144Hz GTX1060 17.3Ó¢´ç·Ç15.6Õ­±ßÓÎÏ·,8199.00,2.5Íò+,//item.jd.com/100000177537.html,
J_pro_6031973,Ğ¡Ã×(MI) Air 12.5Ó¢´ç½ğÊô³¬Çá±¡,3999.00,13Íò+,//item.jd.com/6031973.html,
J_pro_7390561,ÉñÖÛ(HASEE)Õ½ÉñK670D-G4E5 GTX1050 4G¶ÀÏÔ 15.6Ó¢´çÓÎÏ·,4699.00,1.1Íò+,//item.jd.com/7390561.html,
J_pro_8025712,ÁªÏëThinkPad X280£¨2BCD£©12.5Ó¢´çÇá±¡,7999.00,1.2Íò+,//item.jd.com/8025712.html,
